,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,song_id,uri,track_href,analysis_url,duration_ms,time_signature
9091,0.638,0.556,9,-8.918,0,0.055,0.506,0.00225,0.0816,0.374,94.893,audio_features,6gE99zY2va7ctoUOEHGQN2,spotify:track:6gE99zY2va7ctoUOEHGQN2,https://api.spotify.com/v1/tracks/6gE99zY2va7ctoUOEHGQN2,https://api.spotify.com/v1/audio-analysis/6gE99zY2va7ctoUOEHGQN2,244480,4
9092,0.741,0.827,2,-5.209,1,0.045,0.0751,1.47e-06,0.16,0.603,120.007,audio_features,2W5cX1DB5dTJm9zM4GNU6j,spotify:track:2W5cX1DB5dTJm9zM4GNU6j,https://api.spotify.com/v1/tracks/2W5cX1DB5dTJm9zM4GNU6j,https://api.spotify.com/v1/audio-analysis/2W5cX1DB5dTJm9zM4GNU6j,188495,4
9093,0.669,0.7,2,-7.098,1,0.331,0.295,0.0,0.326,0.433,89.807,audio_features,4q27kYMM51PDfO1YawLG2P,spotify:track:4q27kYMM51PDfO1YawLG2P,https://api.spotify.com/v1/tracks/4q27kYMM51PDfO1YawLG2P,https://api.spotify.com/v1/audio-analysis/4q27kYMM51PDfO1YawLG2P,161293,4
9094,0.829,0.496,1,-10.964,1,0.105,0.266,3.01e-05,0.0845,0.588,143.965,audio_features,5yF21jY5LR55Q8bQNUAHEY,spotify:track:5yF21jY5LR55Q8bQNUAHEY,https://api.spotify.com/v1/tracks/5yF21jY5LR55Q8bQNUAHEY,https://api.spotify.com/v1/audio-analysis/5yF21jY5LR55Q8bQNUAHEY,229867,1
9095,0.763,0.75,8,-6.395,1,0.29,0.445,1.93e-05,0.209,0.524,156.976,audio_features,2eefS39PDV3QcpLqMQ7eBV,spotify:track:2eefS39PDV3QcpLqMQ7eBV,https://api.spotify.com/v1/tracks/2eefS39PDV3QcpLqMQ7eBV,https://api.spotify.com/v1/audio-analysis/2eefS39PDV3QcpLqMQ7eBV,192067,4
9096,0.596,0.389,9,-11.485,0,0.0695,0.77,0.0,0.0931,0.938,145.851,audio_features,0UUhJ7DGne1u6gyy4SpTDO,spotify:track:0UUhJ7DGne1u6gyy4SpTDO,https://api.spotify.com/v1/tracks/0UUhJ7DGne1u6gyy4SpTDO,https://api.spotify.com/v1/audio-analysis/0UUhJ7DGne1u6gyy4SpTDO,96400,4
9097,0.549,0.788,10,-3.878,0,0.0685,0.305,0.0,0.0847,0.435,122.19,audio_features,4cSqYCRAdW3AAT8yrvMrkW,spotify:track:4cSqYCRAdW3AAT8yrvMrkW,https://api.spotify.com/v1/tracks/4cSqYCRAdW3AAT8yrvMrkW,https://api.spotify.com/v1/audio-analysis/4cSqYCRAdW3AAT8yrvMrkW,219973,4
9098,0.795,0.666,11,-7.237,0,0.309,0.0832,0.0,0.0883,0.639,122.024,audio_features,7DH3aK1gQQXmQgn7pX5d8E,spotify:track:7DH3aK1gQQXmQgn7pX5d8E,https://api.spotify.com/v1/tracks/7DH3aK1gQQXmQgn7pX5d8E,https://api.spotify.com/v1/audio-analysis/7DH3aK1gQQXmQgn7pX5d8E,214320,4
9099,0.692,0.668,8,-6.944,0,0.0554,0.0281,1.16e-06,0.372,0.942,116.988,audio_features,3fsxaVOcdrxun6islmsklq,spotify:track:3fsxaVOcdrxun6islmsklq,https://api.spotify.com/v1/tracks/3fsxaVOcdrxun6islmsklq,https://api.spotify.com/v1/audio-analysis/3fsxaVOcdrxun6islmsklq,314627,4
9100,0.745,0.877,7,-5.076,1,0.0685,0.264,0.0,0.0916,0.883,92.255,audio_features,4bPAybkhQ3RiHizN6OPhIG,spotify:track:4bPAybkhQ3RiHizN6OPhIG,https://api.spotify.com/v1/tracks/4bPAybkhQ3RiHizN6OPhIG,https://api.spotify.com/v1/audio-analysis/4bPAybkhQ3RiHizN6OPhIG,200360,3
9101,0.775,0.802,0,-6.237,1,0.251,0.27,0.00342,0.154,0.804,140.014,audio_features,1OYliHobfsVlwcnQqtSSEE,spotify:track:1OYliHobfsVlwcnQqtSSEE,https://api.spotify.com/v1/tracks/1OYliHobfsVlwcnQqtSSEE,https://api.spotify.com/v1/audio-analysis/1OYliHobfsVlwcnQqtSSEE,197160,4
9102,0.853,0.596,0,-7.919,1,0.108,0.0403,3.85e-05,0.0948,0.372,113.957,audio_features,2Lb8MWjNifvc1Z5yg73L5C,spotify:track:2Lb8MWjNifvc1Z5yg73L5C,https://api.spotify.com/v1/tracks/2Lb8MWjNifvc1Z5yg73L5C,https://api.spotify.com/v1/audio-analysis/2Lb8MWjNifvc1Z5yg73L5C,186933,4
9103,0.792,0.615,1,-6.191,1,0.358,0.31,0.0,0.136,0.485,76.978,audio_features,6KPTsPIe7faR13q8IfG0l8,spotify:track:6KPTsPIe7faR13q8IfG0l8,https://api.spotify.com/v1/tracks/6KPTsPIe7faR13q8IfG0l8,https://api.spotify.com/v1/audio-analysis/6KPTsPIe7faR13q8IfG0l8,176997,4
9104,0.919,0.478,9,-5.557,0,0.117,0.352,0.0,0.0663,0.513,119.858,audio_features,2UHODXuB7ZOomV4EaxuO0B,spotify:track:2UHODXuB7ZOomV4EaxuO0B,https://api.spotify.com/v1/tracks/2UHODXuB7ZOomV4EaxuO0B,https://api.spotify.com/v1/audio-analysis/2UHODXuB7ZOomV4EaxuO0B,170667,4
9105,0.664,0.65,11,-7.491,0,0.158,0.432,0.000112,0.395,0.635,89.906,audio_features,0wSze2iSowjbw8gZfB6JBu,spotify:track:0wSze2iSowjbw8gZfB6JBu,https://api.spotify.com/v1/tracks/0wSze2iSowjbw8gZfB6JBu,https://api.spotify.com/v1/audio-analysis/0wSze2iSowjbw8gZfB6JBu,202787,3
9106,0.618,0.851,5,-4.513,0,0.473,0.538,0.0,0.0989,0.382,100.484,audio_features,19zimFO8oWdu9STO4auMr3,spotify:track:19zimFO8oWdu9STO4auMr3,https://api.spotify.com/v1/tracks/19zimFO8oWdu9STO4auMr3,https://api.spotify.com/v1/audio-analysis/19zimFO8oWdu9STO4auMr3,225978,4
9107,0.866,0.438,1,-8.83,0,0.397,0.543,0.0,0.125,0.42,145.979,audio_features,7yJ2B2cvNY4sYLkTf8iB1o,spotify:track:7yJ2B2cvNY4sYLkTf8iB1o,https://api.spotify.com/v1/tracks/7yJ2B2cvNY4sYLkTf8iB1o,https://api.spotify.com/v1/audio-analysis/7yJ2B2cvNY4sYLkTf8iB1o,210469,4
9108,0.547,0.293,4,-11.376,0,0.0864,0.61,0.0,0.109,0.523,129.69,audio_features,5N2IdMvsijo5D0Jl3iz6yu,spotify:track:5N2IdMvsijo5D0Jl3iz6yu,https://api.spotify.com/v1/tracks/5N2IdMvsijo5D0Jl3iz6yu,https://api.spotify.com/v1/audio-analysis/5N2IdMvsijo5D0Jl3iz6yu,215046,4
9109,0.712,0.617,3,-7.144,0,0.374,0.393,0.0,0.126,0.477,147.891,audio_features,0JOJx8jx0dWZk33MsvRZrB,spotify:track:0JOJx8jx0dWZk33MsvRZrB,https://api.spotify.com/v1/tracks/0JOJx8jx0dWZk33MsvRZrB,https://api.spotify.com/v1/audio-analysis/0JOJx8jx0dWZk33MsvRZrB,226413,4
9110,0.74,0.647,11,-6.848,0,0.0665,0.291,2.83e-06,0.113,0.507,159.967,audio_features,4OSEfpGKodfk38FYfqrF0X,spotify:track:4OSEfpGKodfk38FYfqrF0X,https://api.spotify.com/v1/tracks/4OSEfpGKodfk38FYfqrF0X,https://api.spotify.com/v1/audio-analysis/4OSEfpGKodfk38FYfqrF0X,217636,4
9111,0.726,0.757,10,-6.008,0,0.152,0.131,0.000157,0.119,0.843,184.553,audio_features,1lgunmmIvvsY7mZeN1SL3j,spotify:track:1lgunmmIvvsY7mZeN1SL3j,https://api.spotify.com/v1/tracks/1lgunmmIvvsY7mZeN1SL3j,https://api.spotify.com/v1/audio-analysis/1lgunmmIvvsY7mZeN1SL3j,166031,3
9112,0.81,0.677,0,-5.771,0,0.0672,0.139,0.000889,0.117,0.731,107.019,audio_features,4bZOVCf1wiNELuCH34rFDl,spotify:track:4bZOVCf1wiNELuCH34rFDl,https://api.spotify.com/v1/tracks/4bZOVCf1wiNELuCH34rFDl,https://api.spotify.com/v1/audio-analysis/4bZOVCf1wiNELuCH34rFDl,185613,4
9113,0.766,0.804,2,-4.158,0,0.288,0.538,0.0,0.212,0.707,133.116,audio_features,7gjomZsYYz3mimESUqDpE0,spotify:track:7gjomZsYYz3mimESUqDpE0,https://api.spotify.com/v1/tracks/7gjomZsYYz3mimESUqDpE0,https://api.spotify.com/v1/audio-analysis/7gjomZsYYz3mimESUqDpE0,178004,4
9114,0.648,0.486,4,-9.083,0,0.0521,0.0684,0.000278,0.618,0.175,96.993,audio_features,06GLoUz0gyKp3jQWTXiv0P,spotify:track:06GLoUz0gyKp3jQWTXiv0P,https://api.spotify.com/v1/tracks/06GLoUz0gyKp3jQWTXiv0P,https://api.spotify.com/v1/audio-analysis/06GLoUz0gyKp3jQWTXiv0P,236760,4
9115,0.62,0.798,7,-6.124,0,0.0859,0.408,0.0,0.0988,0.463,129.777,audio_features,0ifzChzIutIWX13CTk0M1A,spotify:track:0ifzChzIutIWX13CTk0M1A,https://api.spotify.com/v1/tracks/0ifzChzIutIWX13CTk0M1A,https://api.spotify.com/v1/audio-analysis/0ifzChzIutIWX13CTk0M1A,244840,4
9116,0.719,0.687,0,-6.897,0,0.0829,0.333,0.000208,0.106,0.429,96.039,audio_features,4CwBH4TNRZC3oqrfM9X5rh,spotify:track:4CwBH4TNRZC3oqrfM9X5rh,https://api.spotify.com/v1/tracks/4CwBH4TNRZC3oqrfM9X5rh,https://api.spotify.com/v1/audio-analysis/4CwBH4TNRZC3oqrfM9X5rh,214640,4
9117,0.7,0.561,10,-8.137,0,0.0797,0.551,0.0013,0.0633,0.427,113.903,audio_features,4Sdq9PV5f72L7nWjQUNmFs,spotify:track:4Sdq9PV5f72L7nWjQUNmFs,https://api.spotify.com/v1/tracks/4Sdq9PV5f72L7nWjQUNmFs,https://api.spotify.com/v1/audio-analysis/4Sdq9PV5f72L7nWjQUNmFs,180653,4
9118,0.404,0.471,10,-8.694,0,0.0483,0.112,0.00846,0.373,0.0611,63.576,audio_features,1J9mWBb7CIr8kZ2v47iHHe,spotify:track:1J9mWBb7CIr8kZ2v47iHHe,https://api.spotify.com/v1/tracks/1J9mWBb7CIr8kZ2v47iHHe,https://api.spotify.com/v1/audio-analysis/1J9mWBb7CIr8kZ2v47iHHe,208240,4
9119,0.776,0.546,6,-6.956,0,0.0971,0.207,3.03e-05,0.0849,0.307,96.008,audio_features,4fMODK268dHt3TlvWhcoGN,spotify:track:4fMODK268dHt3TlvWhcoGN,https://api.spotify.com/v1/tracks/4fMODK268dHt3TlvWhcoGN,https://api.spotify.com/v1/audio-analysis/4fMODK268dHt3TlvWhcoGN,207067,4
9120,0.881,0.609,3,-7.827,0,0.058,0.309,0.00376,0.068,0.799,113.0,audio_features,4y8L7F837jo9eE2LG3TRGA,spotify:track:4y8L7F837jo9eE2LG3TRGA,https://api.spotify.com/v1/tracks/4y8L7F837jo9eE2LG3TRGA,https://api.spotify.com/v1/audio-analysis/4y8L7F837jo9eE2LG3TRGA,185907,4
9121,0.512,0.58,0,-6.718,0,0.252,0.0832,0.0,0.0865,0.625,97.983,audio_features,3VMTLhM0c4vhX5w09ACqq7,spotify:track:3VMTLhM0c4vhX5w09ACqq7,https://api.spotify.com/v1/tracks/3VMTLhM0c4vhX5w09ACqq7,https://api.spotify.com/v1/audio-analysis/3VMTLhM0c4vhX5w09ACqq7,192587,4
9122,0.762,0.548,11,-8.188,0,0.21,0.658,0.000184,0.108,0.272,101.059,audio_features,5PVE1tNUxjqoLgaUtz4CE8,spotify:track:5PVE1tNUxjqoLgaUtz4CE8,https://api.spotify.com/v1/tracks/5PVE1tNUxjqoLgaUtz4CE8,https://api.spotify.com/v1/audio-analysis/5PVE1tNUxjqoLgaUtz4CE8,209680,4
9123,0.675,0.679,11,-6.12,1,0.386,0.459,0.0,0.126,0.193,94.926,audio_features,4GPe3ainsVesg0ZYubtx1s,spotify:track:4GPe3ainsVesg0ZYubtx1s,https://api.spotify.com/v1/tracks/4GPe3ainsVesg0ZYubtx1s,https://api.spotify.com/v1/audio-analysis/4GPe3ainsVesg0ZYubtx1s,189360,4
9124,0.773,0.757,11,-5.477,0,0.121,0.0775,0.0,0.256,0.499,139.982,audio_features,73q8i9IgZ5B4AmKesA4OYm,spotify:track:73q8i9IgZ5B4AmKesA4OYm,https://api.spotify.com/v1/tracks/73q8i9IgZ5B4AmKesA4OYm,https://api.spotify.com/v1/audio-analysis/73q8i9IgZ5B4AmKesA4OYm,210640,4
9125,0.532,0.653,0,-8.181,0,0.0796,0.377,0.000508,0.096,0.55,130.164,audio_features,0utXjXWDVf5lTYPZkEMjiX,spotify:track:0utXjXWDVf5lTYPZkEMjiX,https://api.spotify.com/v1/tracks/0utXjXWDVf5lTYPZkEMjiX,https://api.spotify.com/v1/audio-analysis/0utXjXWDVf5lTYPZkEMjiX,194427,5
9126,0.724,0.667,4,-6.017,0,0.054,0.221,0.0,0.753,0.602,119.078,audio_features,1XcnxfOeLvLPGh2Drr2yNb,spotify:track:1XcnxfOeLvLPGh2Drr2yNb,https://api.spotify.com/v1/tracks/1XcnxfOeLvLPGh2Drr2yNb,https://api.spotify.com/v1/audio-analysis/1XcnxfOeLvLPGh2Drr2yNb,178625,4
9127,0.598,0.652,6,-8.646,0,0.0516,0.0164,2.89e-05,0.417,0.319,112.868,audio_features,5ljDRYaFEZy9INmM8Fl81e,spotify:track:5ljDRYaFEZy9INmM8Fl81e,https://api.spotify.com/v1/tracks/5ljDRYaFEZy9INmM8Fl81e,https://api.spotify.com/v1/audio-analysis/5ljDRYaFEZy9INmM8Fl81e,165703,4
9128,0.669,0.724,8,-5.76,1,0.0462,0.169,1.28e-06,0.063,0.646,152.07,audio_features,1urmxaU5zVRPOiIbjWsvYA,spotify:track:1urmxaU5zVRPOiIbjWsvYA,https://api.spotify.com/v1/tracks/1urmxaU5zVRPOiIbjWsvYA,https://api.spotify.com/v1/audio-analysis/1urmxaU5zVRPOiIbjWsvYA,189887,4
9129,0.81,0.61,0,-5.959,0,0.0401,0.0317,0.00357,0.121,0.763,110.024,audio_features,2mBEeHZ9n01x1qbfHggyl5,spotify:track:2mBEeHZ9n01x1qbfHggyl5,https://api.spotify.com/v1/tracks/2mBEeHZ9n01x1qbfHggyl5,https://api.spotify.com/v1/audio-analysis/2mBEeHZ9n01x1qbfHggyl5,201067,4
9130,0.708,0.843,9,-5.213,0,0.358,0.391,0.0,0.1,0.708,99.746,audio_features,7sL89oFc1AcgjG5Q6tCkID,spotify:track:7sL89oFc1AcgjG5Q6tCkID,https://api.spotify.com/v1/tracks/7sL89oFc1AcgjG5Q6tCkID,https://api.spotify.com/v1/audio-analysis/7sL89oFc1AcgjG5Q6tCkID,185839,4
9131,0.781,0.852,5,-4.553,0,0.381,0.735,0.0,0.086,0.569,96.028,audio_features,0CERDH1BDBlCSPNCwMiZK7,spotify:track:0CERDH1BDBlCSPNCwMiZK7,https://api.spotify.com/v1/tracks/0CERDH1BDBlCSPNCwMiZK7,https://api.spotify.com/v1/audio-analysis/0CERDH1BDBlCSPNCwMiZK7,234994,4
9132,0.717,0.774,1,-3.378,1,0.343,0.587,0.0,0.104,0.516,96.007,audio_features,55PyQALchJn43CGeN6XHAN,spotify:track:55PyQALchJn43CGeN6XHAN,https://api.spotify.com/v1/tracks/55PyQALchJn43CGeN6XHAN,https://api.spotify.com/v1/audio-analysis/55PyQALchJn43CGeN6XHAN,157064,4
9133,0.618,0.851,5,-4.513,0,0.473,0.538,0.0,0.0989,0.382,100.484,audio_features,3ZYV2w5IgxC6ASMMkNg6me,spotify:track:3ZYV2w5IgxC6ASMMkNg6me,https://api.spotify.com/v1/tracks/3ZYV2w5IgxC6ASMMkNg6me,https://api.spotify.com/v1/audio-analysis/3ZYV2w5IgxC6ASMMkNg6me,225978,4
9134,0.801,0.534,2,-4.858,1,0.459,0.804,0.0,0.0874,0.499,84.708,audio_features,1nnrzx8IOX0kuPMpCVnWgO,spotify:track:1nnrzx8IOX0kuPMpCVnWgO,https://api.spotify.com/v1/tracks/1nnrzx8IOX0kuPMpCVnWgO,https://api.spotify.com/v1/audio-analysis/1nnrzx8IOX0kuPMpCVnWgO,160664,4
9135,0.729,0.848,6,-3.057,1,0.339,0.418,0.0,0.306,0.932,90.253,audio_features,3suGeDJB3BJahpUVLMncWt,spotify:track:3suGeDJB3BJahpUVLMncWt,https://api.spotify.com/v1/tracks/3suGeDJB3BJahpUVLMncWt,https://api.spotify.com/v1/audio-analysis/3suGeDJB3BJahpUVLMncWt,166002,4
9136,0.736,0.825,4,-4.174,1,0.323,0.641,0.0,0.127,0.383,123.956,audio_features,0XXCBAt3V7cTmGvf6NDb5H,spotify:track:0XXCBAt3V7cTmGvf6NDb5H,https://api.spotify.com/v1/tracks/0XXCBAt3V7cTmGvf6NDb5H,https://api.spotify.com/v1/audio-analysis/0XXCBAt3V7cTmGvf6NDb5H,112467,4
9137,0.696,0.773,3,-5.288,0,0.465,0.783,0.0,0.107,0.282,89.846,audio_features,0kw6jwPUyBtvEIWRPYwATQ,spotify:track:0kw6jwPUyBtvEIWRPYwATQ,https://api.spotify.com/v1/tracks/0kw6jwPUyBtvEIWRPYwATQ,https://api.spotify.com/v1/audio-analysis/0kw6jwPUyBtvEIWRPYwATQ,181982,3
9138,0.788,0.843,9,-4.901,0,0.283,0.622,0.0,0.131,0.532,104.914,audio_features,5YBGx2ss1KrB6ObKF21vO8,spotify:track:5YBGx2ss1KrB6ObKF21vO8,https://api.spotify.com/v1/tracks/5YBGx2ss1KrB6ObKF21vO8,https://api.spotify.com/v1/audio-analysis/5YBGx2ss1KrB6ObKF21vO8,167987,4
9139,0.666,0.817,7,-4.393,1,0.371,0.52,0.0,0.3,0.571,79.963,audio_features,2bztbvW5I25dLeNvhasgGa,spotify:track:2bztbvW5I25dLeNvhasgGa,https://api.spotify.com/v1/tracks/2bztbvW5I25dLeNvhasgGa,https://api.spotify.com/v1/audio-analysis/2bztbvW5I25dLeNvhasgGa,206482,4
9140,0.605,0.755,5,-4.17,0,0.297,0.528,0.0,0.155,0.662,88.431,audio_features,0eYDXaHB5FiZujkSOn5KM7,spotify:track:0eYDXaHB5FiZujkSOn5KM7,https://api.spotify.com/v1/tracks/0eYDXaHB5FiZujkSOn5KM7,https://api.spotify.com/v1/audio-analysis/0eYDXaHB5FiZujkSOn5KM7,202521,4
9141,0.734,0.627,9,-7.715,0,0.474,0.925,0.0,0.084,0.0637,165.135,audio_features,5uiN5q6xIUfu7uKydNOPKd,spotify:track:5uiN5q6xIUfu7uKydNOPKd,https://api.spotify.com/v1/tracks/5uiN5q6xIUfu7uKydNOPKd,https://api.spotify.com/v1/audio-analysis/5uiN5q6xIUfu7uKydNOPKd,98070,3
9142,0.711,0.848,11,-5.368,0,0.385,0.61,0.0,0.104,0.292,134.828,audio_features,2uq4DBILXSbWlpwH101qwr,spotify:track:2uq4DBILXSbWlpwH101qwr,https://api.spotify.com/v1/tracks/2uq4DBILXSbWlpwH101qwr,https://api.spotify.com/v1/audio-analysis/2uq4DBILXSbWlpwH101qwr,173001,4
9143,0.706,0.76,9,-4.457,0,0.4,0.234,0.0,0.133,0.555,179.225,audio_features,1J1kOOK7jAGfQeWAVYG3mJ,spotify:track:1J1kOOK7jAGfQeWAVYG3mJ,https://api.spotify.com/v1/tracks/1J1kOOK7jAGfQeWAVYG3mJ,https://api.spotify.com/v1/audio-analysis/1J1kOOK7jAGfQeWAVYG3mJ,197997,4
9144,0.706,0.739,4,-4.95,0,0.289,0.372,1.23e-06,0.0727,0.508,85.11,audio_features,3FbxQchYmwLbHHjPCXU2dF,spotify:track:3FbxQchYmwLbHHjPCXU2dF,https://api.spotify.com/v1/tracks/3FbxQchYmwLbHHjPCXU2dF,https://api.spotify.com/v1/audio-analysis/3FbxQchYmwLbHHjPCXU2dF,153009,4
9145,0.65,0.631,6,-5.305,1,0.297,0.284,0.0,0.111,0.425,144.698,audio_features,7FFr71oifMRlVDHNAZ1mdb,spotify:track:7FFr71oifMRlVDHNAZ1mdb,https://api.spotify.com/v1/tracks/7FFr71oifMRlVDHNAZ1mdb,https://api.spotify.com/v1/audio-analysis/7FFr71oifMRlVDHNAZ1mdb,231978,4
9146,0.815,0.737,5,-6.527,0,0.121,0.75,0.0,0.0803,0.521,118.011,audio_features,4nwaspo2KFGvNAfWmN4Bpv,spotify:track:4nwaspo2KFGvNAfWmN4Bpv,https://api.spotify.com/v1/tracks/4nwaspo2KFGvNAfWmN4Bpv,https://api.spotify.com/v1/audio-analysis/4nwaspo2KFGvNAfWmN4Bpv,115988,4
9147,0.712,0.736,2,-6.25,0,0.279,0.607,0.0,0.198,0.721,144.715,audio_features,7roBbHcws6ssGzqu4IfGCt,spotify:track:7roBbHcws6ssGzqu4IfGCt,https://api.spotify.com/v1/tracks/7roBbHcws6ssGzqu4IfGCt,https://api.spotify.com/v1/audio-analysis/7roBbHcws6ssGzqu4IfGCt,167978,4
9148,0.775,0.831,8,-4.594,1,0.25,0.508,0.0,0.15,0.755,90.056,audio_features,2Q4bcBymqxBYvO18kX63qe,spotify:track:2Q4bcBymqxBYvO18kX63qe,https://api.spotify.com/v1/tracks/2Q4bcBymqxBYvO18kX63qe,https://api.spotify.com/v1/audio-analysis/2Q4bcBymqxBYvO18kX63qe,183394,4
9149,0.639,0.68,0,-5.242,1,0.318,0.604,0.0,0.0888,0.404,100.126,audio_features,6GMNgRBw9Xo3pMl4KK3BVD,spotify:track:6GMNgRBw9Xo3pMl4KK3BVD,https://api.spotify.com/v1/tracks/6GMNgRBw9Xo3pMl4KK3BVD,https://api.spotify.com/v1/audio-analysis/6GMNgRBw9Xo3pMl4KK3BVD,171463,4
9150,0.675,0.659,8,-6.035,1,0.164,0.0165,0.0,0.0994,0.209,149.88,audio_features,3uPYBQIJzsH4MXq70BJG6S,spotify:track:3uPYBQIJzsH4MXq70BJG6S,https://api.spotify.com/v1/tracks/3uPYBQIJzsH4MXq70BJG6S,https://api.spotify.com/v1/audio-analysis/3uPYBQIJzsH4MXq70BJG6S,225600,4
9151,0.628,0.553,2,-7.405,0,0.193,0.0364,0.0,0.134,0.431,127.632,audio_features,1MaHVMpuNlFP25HAD6me0c,spotify:track:1MaHVMpuNlFP25HAD6me0c,https://api.spotify.com/v1/tracks/1MaHVMpuNlFP25HAD6me0c,https://api.spotify.com/v1/audio-analysis/1MaHVMpuNlFP25HAD6me0c,227000,4
9152,0.589,0.731,1,-3.846,1,0.528,0.136,0.0,0.599,0.385,98.914,audio_features,5fC0WP5ZXzDpuP49e06e75,spotify:track:5fC0WP5ZXzDpuP49e06e75,https://api.spotify.com/v1/tracks/5fC0WP5ZXzDpuP49e06e75,https://api.spotify.com/v1/audio-analysis/5fC0WP5ZXzDpuP49e06e75,190239,5
9153,0.846,0.858,10,-4.41,0,0.483,0.427,0.0,0.117,0.557,109.964,audio_features,5dykJG3Olwvrmtr8yxHfEX,spotify:track:5dykJG3Olwvrmtr8yxHfEX,https://api.spotify.com/v1/tracks/5dykJG3Olwvrmtr8yxHfEX,https://api.spotify.com/v1/audio-analysis/5dykJG3Olwvrmtr8yxHfEX,132643,4
9154,0.804,0.818,6,-4.595,1,0.333,0.627,0.0,0.0872,0.433,140.874,audio_features,044vzxTq3zEHrcfd805NK2,spotify:track:044vzxTq3zEHrcfd805NK2,https://api.spotify.com/v1/tracks/044vzxTq3zEHrcfd805NK2,https://api.spotify.com/v1/audio-analysis/044vzxTq3zEHrcfd805NK2,217982,4
9155,0.571,0.846,1,-3.976,1,0.442,0.331,0.0,0.146,0.393,119.927,audio_features,3auxQP0DcpdvVarAmH2sls,spotify:track:3auxQP0DcpdvVarAmH2sls,https://api.spotify.com/v1/tracks/3auxQP0DcpdvVarAmH2sls,https://api.spotify.com/v1/audio-analysis/3auxQP0DcpdvVarAmH2sls,234997,4
9156,0.687,0.531,2,-9.855,1,0.0558,0.415,0.00424,0.097,0.145,111.924,audio_features,3WS6BWELlJdI2RATMaijmu,spotify:track:3WS6BWELlJdI2RATMaijmu,https://api.spotify.com/v1/tracks/3WS6BWELlJdI2RATMaijmu,https://api.spotify.com/v1/audio-analysis/3WS6BWELlJdI2RATMaijmu,224853,4
9157,0.446,0.49,8,-9.384,1,0.344,0.197,7.93e-06,0.0724,0.197,130.051,audio_features,3TxR2kZ4AogIvzsp2gHNB1,spotify:track:3TxR2kZ4AogIvzsp2gHNB1,https://api.spotify.com/v1/tracks/3TxR2kZ4AogIvzsp2gHNB1,https://api.spotify.com/v1/audio-analysis/3TxR2kZ4AogIvzsp2gHNB1,173693,4
9158,0.794,0.825,10,-6.27,0,0.0663,0.378,0.0,0.0915,0.86,104.999,audio_features,5Lh8rn501oEvsIJjPxNBhE,spotify:track:5Lh8rn501oEvsIJjPxNBhE,https://api.spotify.com/v1/tracks/5Lh8rn501oEvsIJjPxNBhE,https://api.spotify.com/v1/audio-analysis/5Lh8rn501oEvsIJjPxNBhE,219627,4
9159,0.859,0.491,8,-8.942,1,0.443,0.682,0.0,0.101,0.376,112.026,audio_features,5h08lYU7os8PxkCP73bjDX,spotify:track:5h08lYU7os8PxkCP73bjDX,https://api.spotify.com/v1/tracks/5h08lYU7os8PxkCP73bjDX,https://api.spotify.com/v1/audio-analysis/5h08lYU7os8PxkCP73bjDX,260423,4
9160,0.662,0.697,9,-6.697,0,0.143,0.245,0.0,0.146,0.611,165.927,audio_features,2PYF0x68spLPmGWW4BQv9m,spotify:track:2PYF0x68spLPmGWW4BQv9m,https://api.spotify.com/v1/tracks/2PYF0x68spLPmGWW4BQv9m,https://api.spotify.com/v1/audio-analysis/2PYF0x68spLPmGWW4BQv9m,225107,4
9161,0.86,0.387,10,-10.829,0,0.177,0.249,4.06e-06,0.49,0.0789,97.04,audio_features,6u9P3RH28beBwsK29HTBJS,spotify:track:6u9P3RH28beBwsK29HTBJS,https://api.spotify.com/v1/tracks/6u9P3RH28beBwsK29HTBJS,https://api.spotify.com/v1/audio-analysis/6u9P3RH28beBwsK29HTBJS,179733,4
9162,0.668,0.729,7,-6.36,0,0.0541,0.334,0.0,0.13,0.586,75.008,audio_features,5KKhK2K6RxBL4gpoXKfjst,spotify:track:5KKhK2K6RxBL4gpoXKfjst,https://api.spotify.com/v1/tracks/5KKhK2K6RxBL4gpoXKfjst,https://api.spotify.com/v1/audio-analysis/5KKhK2K6RxBL4gpoXKfjst,222400,4
9163,0.658,0.521,10,-6.703,0,0.143,0.449,0.0,0.103,0.319,156.031,audio_features,42QPEIMiFx1mXF0OMW0vVL,spotify:track:42QPEIMiFx1mXF0OMW0vVL,https://api.spotify.com/v1/tracks/42QPEIMiFx1mXF0OMW0vVL,https://api.spotify.com/v1/audio-analysis/42QPEIMiFx1mXF0OMW0vVL,190413,4
9164,0.762,0.551,1,-7.876,0,0.423,0.06,0.0,0.103,0.498,75.899,audio_features,7FUjAEkv8pnnVfudD35JIf,spotify:track:7FUjAEkv8pnnVfudD35JIf,https://api.spotify.com/v1/tracks/7FUjAEkv8pnnVfudD35JIf,https://api.spotify.com/v1/audio-analysis/7FUjAEkv8pnnVfudD35JIf,243011,4
9165,0.766,0.485,7,-11.469,0,0.159,0.421,0.0,0.197,0.59,103.046,audio_features,7bh5h5LlLCZACmXreil6yC,spotify:track:7bh5h5LlLCZACmXreil6yC,https://api.spotify.com/v1/tracks/7bh5h5LlLCZACmXreil6yC,https://api.spotify.com/v1/audio-analysis/7bh5h5LlLCZACmXreil6yC,207097,4
