,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,song_id,uri,track_href,analysis_url,duration_ms,time_signature
0,0.681,0.594,7,-7.028,1,0.282,0.165,3.49e-06,0.134,0.535,186.054,audio_features,5aAx2yezTd8zXrkmtKl66Z,spotify:track:5aAx2yezTd8zXrkmtKl66Z,https://api.spotify.com/v1/tracks/5aAx2yezTd8zXrkmtKl66Z,https://api.spotify.com/v1/audio-analysis/5aAx2yezTd8zXrkmtKl66Z,230453,4
1,0.72,0.763,9,-4.068,0,0.0523,0.406,0.0,0.18,0.742,101.965,audio_features,5knuzwU65gJK7IF5yJsuaW,spotify:track:5knuzwU65gJK7IF5yJsuaW,https://api.spotify.com/v1/tracks/5knuzwU65gJK7IF5yJsuaW,https://api.spotify.com/v1/audio-analysis/5knuzwU65gJK7IF5yJsuaW,251088,4
2,0.748,0.524,8,-5.599,1,0.0338,0.414,0.0,0.111,0.661,95.01,audio_features,7BKLCZ1jbUBVqRi2FVlTVw,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,https://api.spotify.com/v1/tracks/7BKLCZ1jbUBVqRi2FVlTVw,https://api.spotify.com/v1/audio-analysis/7BKLCZ1jbUBVqRi2FVlTVw,244960,4
3,0.735,0.451,0,-8.374,1,0.0585,0.0631,1.3e-05,0.325,0.0862,117.973,audio_features,3NdDpSvN911VPGivFlV5d0,spotify:track:3NdDpSvN911VPGivFlV5d0,https://api.spotify.com/v1/tracks/3NdDpSvN911VPGivFlV5d0,https://api.spotify.com/v1/audio-analysis/3NdDpSvN911VPGivFlV5d0,245200,4
4,0.67,0.838,0,-4.031,1,0.0362,0.0604,0.000611,0.159,0.717,104.998,audio_features,78rIJddV4X0HkNAInEcYde,spotify:track:78rIJddV4X0HkNAInEcYde,https://api.spotify.com/v1/tracks/78rIJddV4X0HkNAInEcYde,https://api.spotify.com/v1/audio-analysis/78rIJddV4X0HkNAInEcYde,222041,4
5,0.773,0.819,0,-5.946,0,0.118,0.426,0.0,0.0679,0.585,92.99,audio_features,5GXAXm5YOmYT0kL5jHvYBt,spotify:track:5GXAXm5YOmYT0kL5jHvYBt,https://api.spotify.com/v1/tracks/5GXAXm5YOmYT0kL5jHvYBt,https://api.spotify.com/v1/audio-analysis/5GXAXm5YOmYT0kL5jHvYBt,269187,4
6,0.803,0.569,2,-7.392,1,0.0739,0.0623,0.0,0.083,0.809,107.986,audio_features,3AsAuGTaDQzavZZThyYlop,spotify:track:3AsAuGTaDQzavZZThyYlop,https://api.spotify.com/v1/tracks/3AsAuGTaDQzavZZThyYlop,https://api.spotify.com/v1/audio-analysis/3AsAuGTaDQzavZZThyYlop,188889,4
7,0.358,0.557,10,-7.398,1,0.059,0.695,0.0,0.0902,0.494,85.043,audio_features,5uCax9HTNlzGybIStD3vDh,spotify:track:5uCax9HTNlzGybIStD3vDh,https://api.spotify.com/v1/tracks/5uCax9HTNlzGybIStD3vDh,https://api.spotify.com/v1/audio-analysis/5uCax9HTNlzGybIStD3vDh,211467,4
8,0.707,0.883,0,-4.281,1,0.0602,0.0707,0.0,0.23,0.541,106.031,audio_features,7aV2mflaASUmGhCErm7kBO,spotify:track:7aV2mflaASUmGhCErm7kBO,https://api.spotify.com/v1/tracks/7aV2mflaASUmGhCErm7kBO,https://api.spotify.com/v1/audio-analysis/7aV2mflaASUmGhCErm7kBO,167038,4
9,0.476,0.718,8,-5.309,1,0.0576,0.0784,1.02e-05,0.122,0.142,199.864,audio_features,4pdPtRcBmOSQDlJ3Fk945m,spotify:track:4pdPtRcBmOSQDlJ3Fk945m,https://api.spotify.com/v1/tracks/4pdPtRcBmOSQDlJ3Fk945m,https://api.spotify.com/v1/audio-analysis/4pdPtRcBmOSQDlJ3Fk945m,205947,4
10,0.783,0.623,7,-6.126,1,0.08,0.338,0.0,0.0975,0.447,100.048,audio_features,5MFzQMkrl1FOOng9tq6R9r,spotify:track:5MFzQMkrl1FOOng9tq6R9r,https://api.spotify.com/v1/tracks/5MFzQMkrl1FOOng9tq6R9r,https://api.spotify.com/v1/audio-analysis/5MFzQMkrl1FOOng9tq6R9r,214480,4
11,0.528,0.874,1,-3.028,0,0.0456,0.045,0.0,0.0888,0.376,105.042,audio_features,0jVPEBd4wyHupkTHwzQRyc,spotify:track:0jVPEBd4wyHupkTHwzQRyc,https://api.spotify.com/v1/tracks/0jVPEBd4wyHupkTHwzQRyc,https://api.spotify.com/v1/audio-analysis/0jVPEBd4wyHupkTHwzQRyc,206394,4
12,0.818,0.803,1,-4.282,1,0.0797,0.034,0.0,0.153,0.632,106.97,audio_features,6b8Be6ljOzmkOmFslEb23P,spotify:track:6b8Be6ljOzmkOmFslEb23P,https://api.spotify.com/v1/tracks/6b8Be6ljOzmkOmFslEb23P,https://api.spotify.com/v1/audio-analysis/6b8Be6ljOzmkOmFslEb23P,225983,4
13,0.794,0.632,0,-6.163,1,0.0649,0.142,0.0,0.128,0.355,145.926,audio_features,6fujklziTHa8uoM5OQSfIo,spotify:track:6fujklziTHa8uoM5OQSfIo,https://api.spotify.com/v1/tracks/6fujklziTHa8uoM5OQSfIo,https://api.spotify.com/v1/audio-analysis/6fujklziTHa8uoM5OQSfIo,291893,4
14,0.608,0.798,6,-5.092,0,0.0432,0.0736,0.0,0.156,0.501,92.943,audio_features,6DNtNfH8hXkqOX1sjqmI7p,spotify:track:6DNtNfH8hXkqOX1sjqmI7p,https://api.spotify.com/v1/tracks/6DNtNfH8hXkqOX1sjqmI7p,https://api.spotify.com/v1/audio-analysis/6DNtNfH8hXkqOX1sjqmI7p,185352,4
15,0.665,0.771,1,-5.124,0,0.14,0.126,0.00449,0.27,0.732,88.835,audio_features,5v9N8Rx3QsFvr50cxyQcA3,spotify:track:5v9N8Rx3QsFvr50cxyQcA3,https://api.spotify.com/v1/tracks/5v9N8Rx3QsFvr50cxyQcA3,https://api.spotify.com/v1/audio-analysis/5v9N8Rx3QsFvr50cxyQcA3,192160,4
16,0.822,0.544,0,-6.797,1,0.0332,0.562,2.4e-05,0.144,0.861,122.047,audio_features,4nMlau89VAjmV7agkl7OY3,spotify:track:4nMlau89VAjmV7agkl7OY3,https://api.spotify.com/v1/tracks/4nMlau89VAjmV7agkl7OY3,https://api.spotify.com/v1/audio-analysis/4nMlau89VAjmV7agkl7OY3,198001,4
17,0.486,0.713,2,-3.949,0,0.0524,0.0853,0.0,0.0839,0.297,121.028,audio_features,4Q4jmPHwu0wrJvqrld0FQ6,spotify:track:4Q4jmPHwu0wrJvqrld0FQ6,https://api.spotify.com/v1/tracks/4Q4jmPHwu0wrJvqrld0FQ6,https://api.spotify.com/v1/audio-analysis/4Q4jmPHwu0wrJvqrld0FQ6,226720,4
18,0.573,0.739,0,-5.74,1,0.129,0.0285,0.0,0.111,0.451,97.085,audio_features,0prNGof3XqfTvNDxHonvdK,spotify:track:0prNGof3XqfTvNDxHonvdK,https://api.spotify.com/v1/tracks/0prNGof3XqfTvNDxHonvdK,https://api.spotify.com/v1/audio-analysis/0prNGof3XqfTvNDxHonvdK,230227,4
19,0.928,0.481,9,-9.35,0,0.287,0.105,0.0,0.176,0.613,134.007,audio_features,343YBumqHu19cGoGARUTsd,spotify:track:343YBumqHu19cGoGARUTsd,https://api.spotify.com/v1/tracks/343YBumqHu19cGoGARUTsd,https://api.spotify.com/v1/audio-analysis/343YBumqHu19cGoGARUTsd,210937,4
20,0.683,0.708,5,-6.244,0,0.0305,0.0398,0.155,0.686,0.355,92.991,audio_features,2XMTqoHHSH0lvuXrvIEdco,spotify:track:2XMTqoHHSH0lvuXrvIEdco,https://api.spotify.com/v1/tracks/2XMTqoHHSH0lvuXrvIEdco,https://api.spotify.com/v1/audio-analysis/2XMTqoHHSH0lvuXrvIEdco,237707,4
21,0.662,0.586,0,-8.821,1,0.0307,0.097,0.00272,0.115,0.296,90.0,audio_features,2rizacJSyD9S1IQUxUxnsK,spotify:track:2rizacJSyD9S1IQUxUxnsK,https://api.spotify.com/v1/tracks/2rizacJSyD9S1IQUxUxnsK,https://api.spotify.com/v1/audio-analysis/2rizacJSyD9S1IQUxUxnsK,194080,4
22,0.636,0.633,4,-4.23,1,0.126,0.371,0.0,0.102,0.512,99.721,audio_features,1qOLh0tI7trd1zdDKxYZTe,spotify:track:1qOLh0tI7trd1zdDKxYZTe,https://api.spotify.com/v1/tracks/1qOLh0tI7trd1zdDKxYZTe,https://api.spotify.com/v1/audio-analysis/1qOLh0tI7trd1zdDKxYZTe,181880,4
23,0.818,0.913,4,-3.06,0,0.0426,0.093,3.69e-05,0.161,0.536,119.986,audio_features,1vvNmPOiUuyCbgWmtc6yfm,spotify:track:1vvNmPOiUuyCbgWmtc6yfm,https://api.spotify.com/v1/tracks/1vvNmPOiUuyCbgWmtc6yfm,https://api.spotify.com/v1/audio-analysis/1vvNmPOiUuyCbgWmtc6yfm,219160,4
24,0.647,0.932,11,-3.515,1,0.0824,0.00383,1.5e-06,0.0574,0.374,114.991,audio_features,3EmmCZoqpWOTY1g2GBwJoR,spotify:track:3EmmCZoqpWOTY1g2GBwJoR,https://api.spotify.com/v1/tracks/3EmmCZoqpWOTY1g2GBwJoR,https://api.spotify.com/v1/audio-analysis/3EmmCZoqpWOTY1g2GBwJoR,198774,4
25,0.791,0.619,1,-5.886,1,0.0532,0.00784,0.00423,0.351,0.371,103.989,audio_features,1xznGGDReH1oQq0xzbwXa3,spotify:track:1xznGGDReH1oQq0xzbwXa3,https://api.spotify.com/v1/tracks/1xznGGDReH1oQq0xzbwXa3,https://api.spotify.com/v1/audio-analysis/1xznGGDReH1oQq0xzbwXa3,173987,4
26,0.49,0.485,4,-6.237,0,0.0406,0.0592,0.0,0.337,0.196,133.889,audio_features,04DwTuZ2VBdJCCC5TROn7L,spotify:track:04DwTuZ2VBdJCCC5TROn7L,https://api.spotify.com/v1/tracks/04DwTuZ2VBdJCCC5TROn7L,https://api.spotify.com/v1/audio-analysis/04DwTuZ2VBdJCCC5TROn7L,195840,4
27,0.563,0.775,8,-6.433,1,0.0366,0.00251,0.0,0.326,0.458,144.945,audio_features,1yNyoWWWikbLhwIGWjZuDW,spotify:track:1yNyoWWWikbLhwIGWjZuDW,https://api.spotify.com/v1/tracks/1yNyoWWWikbLhwIGWjZuDW,https://api.spotify.com/v1/audio-analysis/1yNyoWWWikbLhwIGWjZuDW,197793,4
28,0.696,0.743,6,-3.838,1,0.0331,0.0778,0.0,0.0581,0.644,122.978,audio_features,1D3ODoXHBLpdxolZRHWV1j,spotify:track:1D3ODoXHBLpdxolZRHWV1j,https://api.spotify.com/v1/tracks/1D3ODoXHBLpdxolZRHWV1j,https://api.spotify.com/v1/audio-analysis/1D3ODoXHBLpdxolZRHWV1j,201254,4
29,0.598,0.532,3,-6.833,0,0.0295,0.0668,3.22e-06,0.0617,0.261,74.963,audio_features,4sQMalN597HdggTu196aL0,spotify:track:4sQMalN597HdggTu196aL0,https://api.spotify.com/v1/tracks/4sQMalN597HdggTu196aL0,https://api.spotify.com/v1/audio-analysis/4sQMalN597HdggTu196aL0,262521,4
30,0.743,0.659,10,-6.755,1,0.0343,0.0998,0.00028,0.0622,0.804,114.033,audio_features,0L87MffumRNWrY2SNUFcvs,spotify:track:0L87MffumRNWrY2SNUFcvs,https://api.spotify.com/v1/tracks/0L87MffumRNWrY2SNUFcvs,https://api.spotify.com/v1/audio-analysis/0L87MffumRNWrY2SNUFcvs,255160,4
31,0.765,0.561,0,-7.464,1,0.0987,0.0981,0.0,0.141,0.584,97.447,audio_features,2bWrml86uwGVvznX8KKtwx,spotify:track:2bWrml86uwGVvznX8KKtwx,https://api.spotify.com/v1/tracks/2bWrml86uwGVvznX8KKtwx,https://api.spotify.com/v1/audio-analysis/2bWrml86uwGVvznX8KKtwx,221417,4
32,0.781,0.57,11,-5.874,0,0.188,0.273,0.0,0.196,0.858,107.059,audio_features,43jBqV3j3Xi1g6wO0bhIMd,spotify:track:43jBqV3j3Xi1g6wO0bhIMd,https://api.spotify.com/v1/tracks/43jBqV3j3Xi1g6wO0bhIMd,https://api.spotify.com/v1/audio-analysis/43jBqV3j3Xi1g6wO0bhIMd,193181,4
33,0.483,0.787,8,-5.244,1,0.102,0.112,0.0,0.257,0.58,122.058,audio_features,1cG0umU5TKStygKsPFZ9pY,spotify:track:1cG0umU5TKStygKsPFZ9pY,https://api.spotify.com/v1/tracks/1cG0umU5TKStygKsPFZ9pY,https://api.spotify.com/v1/audio-analysis/1cG0umU5TKStygKsPFZ9pY,191379,4
34,0.469,0.68,11,-4.921,0,0.117,0.137,0.0,0.11,0.374,147.734,audio_features,4TZy1wLyHec06pwgFYDh1a,spotify:track:4TZy1wLyHec06pwgFYDh1a,https://api.spotify.com/v1/tracks/4TZy1wLyHec06pwgFYDh1a,https://api.spotify.com/v1/audio-analysis/4TZy1wLyHec06pwgFYDh1a,208733,4
35,0.718,0.934,4,-3.153,1,0.0379,0.00149,0.000131,0.324,0.239,119.989,audio_features,4rex1k9pBVFaIVKBBssZzi,spotify:track:4rex1k9pBVFaIVKBBssZzi,https://api.spotify.com/v1/tracks/4rex1k9pBVFaIVKBBssZzi,https://api.spotify.com/v1/audio-analysis/4rex1k9pBVFaIVKBBssZzi,198021,4
36,0.632,0.575,5,-6.478,1,0.029,0.0225,1.81e-06,0.104,0.188,90.037,audio_features,2CPqh63wRVscbceKcPxwvv,spotify:track:2CPqh63wRVscbceKcPxwvv,https://api.spotify.com/v1/tracks/2CPqh63wRVscbceKcPxwvv,https://api.spotify.com/v1/audio-analysis/2CPqh63wRVscbceKcPxwvv,183414,4
37,0.648,0.738,6,-5.883,0,0.247,0.0408,0.0,0.292,0.603,159.145,audio_features,4pLwZjInHj3SimIyN9SnOz,spotify:track:4pLwZjInHj3SimIyN9SnOz,https://api.spotify.com/v1/tracks/4pLwZjInHj3SimIyN9SnOz,https://api.spotify.com/v1/audio-analysis/4pLwZjInHj3SimIyN9SnOz,226160,4
38,0.42,0.636,10,-7.216,1,0.22,0.494,0.0,0.122,0.784,156.104,audio_features,2wDjpPW3HZdA9quPPmZAMu,spotify:track:2wDjpPW3HZdA9quPPmZAMu,https://api.spotify.com/v1/tracks/2wDjpPW3HZdA9quPPmZAMu,https://api.spotify.com/v1/audio-analysis/2wDjpPW3HZdA9quPPmZAMu,215670,5
39,0.666,0.83,0,-5.715,1,0.0751,0.0123,0.0,0.191,0.702,113.03,audio_features,6JV2JOEocMgcZxYSZelKcc,spotify:track:6JV2JOEocMgcZxYSZelKcc,https://api.spotify.com/v1/tracks/6JV2JOEocMgcZxYSZelKcc,https://api.spotify.com/v1/audio-analysis/6JV2JOEocMgcZxYSZelKcc,236002,4
40,0.697,0.691,2,-4.757,1,0.146,0.214,0.0,0.185,0.305,137.853,audio_features,1PSBzsahR2AKwLJgx8ehBj,spotify:track:1PSBzsahR2AKwLJgx8ehBj,https://api.spotify.com/v1/tracks/1PSBzsahR2AKwLJgx8ehBj,https://api.spotify.com/v1/audio-analysis/1PSBzsahR2AKwLJgx8ehBj,239293,4
41,0.626,0.717,8,-5.751,0,0.0375,0.017,0.0,0.261,0.56,105.039,audio_features,0B8B8cVRFIG1yznoQe7c9s,spotify:track:0B8B8cVRFIG1yznoQe7c9s,https://api.spotify.com/v1/tracks/0B8B8cVRFIG1yznoQe7c9s,https://api.spotify.com/v1/audio-analysis/0B8B8cVRFIG1yznoQe7c9s,247427,4
42,0.562,0.906,4,-2.085,1,0.0758,0.105,0.0,0.145,0.674,124.146,audio_features,2MHCiOohBZEQuLgDTPvSzF,spotify:track:2MHCiOohBZEQuLgDTPvSzF,https://api.spotify.com/v1/tracks/2MHCiOohBZEQuLgDTPvSzF,https://api.spotify.com/v1/audio-analysis/2MHCiOohBZEQuLgDTPvSzF,205920,4
43,0.494,0.559,0,-5.445,1,0.0565,0.436,0.0,0.164,0.264,119.247,audio_features,12REd1n8PeiHHWOh066tpr,spotify:track:12REd1n8PeiHHWOh066tpr,https://api.spotify.com/v1/tracks/12REd1n8PeiHHWOh066tpr,https://api.spotify.com/v1/audio-analysis/12REd1n8PeiHHWOh066tpr,233337,4
44,0.745,0.356,1,-10.425,1,0.0941,0.172,0.00943,0.123,0.607,160.033,audio_features,3kxfsdsCpFgN412fpnW85Y,spotify:track:3kxfsdsCpFgN412fpnW85Y,https://api.spotify.com/v1/tracks/3kxfsdsCpFgN412fpnW85Y,https://api.spotify.com/v1/audio-analysis/3kxfsdsCpFgN412fpnW85Y,326933,4
45,0.742,0.819,1,-5.307,1,0.0487,0.372,0.0,0.277,0.709,117.986,audio_features,1CUVN2kn7mW5FjkqXTR2W1,spotify:track:1CUVN2kn7mW5FjkqXTR2W1,https://api.spotify.com/v1/tracks/1CUVN2kn7mW5FjkqXTR2W1,https://api.spotify.com/v1/audio-analysis/1CUVN2kn7mW5FjkqXTR2W1,196613,4
46,0.369,0.618,6,-6.304,0,0.249,0.161,0.0,0.257,0.467,191.863,audio_features,6vXHaWpqkbuvzIDvR3LnKd,spotify:track:6vXHaWpqkbuvzIDvR3LnKd,https://api.spotify.com/v1/tracks/6vXHaWpqkbuvzIDvR3LnKd,https://api.spotify.com/v1/audio-analysis/6vXHaWpqkbuvzIDvR3LnKd,255890,4
47,0.542,0.859,11,-5.651,1,0.197,0.16,0.00466,0.137,0.403,159.797,audio_features,0QsvXIfqM0zZoerQfsI9lm,spotify:track:0QsvXIfqM0zZoerQfsI9lm,https://api.spotify.com/v1/tracks/0QsvXIfqM0zZoerQfsI9lm,https://api.spotify.com/v1/audio-analysis/0QsvXIfqM0zZoerQfsI9lm,208053,4
48,0.608,0.174,1,-8.796,1,0.0332,0.851,1.92e-05,0.0855,0.193,112.175,audio_features,02WacdrRpm4zlP8H7X6bnQ,spotify:track:02WacdrRpm4zlP8H7X6bnQ,https://api.spotify.com/v1/tracks/02WacdrRpm4zlP8H7X6bnQ,https://api.spotify.com/v1/audio-analysis/02WacdrRpm4zlP8H7X6bnQ,260004,4
49,0.668,0.725,1,-6.127,1,0.266,0.0102,0.000479,0.0561,0.729,191.944,audio_features,7xHWNBFm6ObGEQPaUxHuKO,spotify:track:7xHWNBFm6ObGEQPaUxHuKO,https://api.spotify.com/v1/tracks/7xHWNBFm6ObGEQPaUxHuKO,https://api.spotify.com/v1/audio-analysis/7xHWNBFm6ObGEQPaUxHuKO,210227,4
50,0.631,0.927,9,-2.787,0,0.0332,0.199,0.119,0.148,0.465,123.962,audio_features,0azC730Exh71aQlOt9Zj3y,spotify:track:0azC730Exh71aQlOt9Zj3y,https://api.spotify.com/v1/tracks/0azC730Exh71aQlOt9Zj3y,https://api.spotify.com/v1/audio-analysis/0azC730Exh71aQlOt9Zj3y,222160,4
51,0.807,0.887,1,-3.892,1,0.275,0.00381,0.0,0.391,0.78,160.517,audio_features,1lItf5ZXJc1by9SbPeljFd,spotify:track:1lItf5ZXJc1by9SbPeljFd,https://api.spotify.com/v1/tracks/1lItf5ZXJc1by9SbPeljFd,https://api.spotify.com/v1/audio-analysis/1lItf5ZXJc1by9SbPeljFd,144244,4
52,0.628,0.698,6,-5.608,0,0.105,0.0472,0.00143,0.0907,0.732,89.976,audio_features,27SdWb2rFzO6GWiYDBTD9j,spotify:track:27SdWb2rFzO6GWiYDBTD9j,https://api.spotify.com/v1/tracks/27SdWb2rFzO6GWiYDBTD9j,https://api.spotify.com/v1/audio-analysis/27SdWb2rFzO6GWiYDBTD9j,211667,4
53,0.495,0.762,8,-3.842,1,0.0862,0.591,0.0,0.0763,0.708,123.893,audio_features,6nxQdXa1uAL0rY72wPZu89,spotify:track:6nxQdXa1uAL0rY72wPZu89,https://api.spotify.com/v1/tracks/6nxQdXa1uAL0rY72wPZu89,https://api.spotify.com/v1/audio-analysis/6nxQdXa1uAL0rY72wPZu89,210293,4
54,0.588,0.471,0,-7.287,1,0.0577,0.592,0.00146,0.0733,0.209,152.881,audio_features,2BrzlUj1u1CtvaJDGIKpsP,spotify:track:2BrzlUj1u1CtvaJDGIKpsP,https://api.spotify.com/v1/tracks/2BrzlUj1u1CtvaJDGIKpsP,https://api.spotify.com/v1/audio-analysis/2BrzlUj1u1CtvaJDGIKpsP,242081,4
55,0.732,0.396,4,-9.348,0,0.0286,0.0841,3.58e-05,0.105,0.548,90.024,audio_features,6i0V12jOa3mr6uu4WYhUBr,spotify:track:6i0V12jOa3mr6uu4WYhUBr,https://api.spotify.com/v1/tracks/6i0V12jOa3mr6uu4WYhUBr,https://api.spotify.com/v1/audio-analysis/6i0V12jOa3mr6uu4WYhUBr,195920,4
56,0.596,0.838,5,-6.52,0,0.0704,0.0189,1.54e-05,0.108,0.472,94.982,audio_features,4vb4mFvYsr2h6enhjJsq9Y,spotify:track:4vb4mFvYsr2h6enhjJsq9Y,https://api.spotify.com/v1/tracks/4vb4mFvYsr2h6enhjJsq9Y,https://api.spotify.com/v1/audio-analysis/4vb4mFvYsr2h6enhjJsq9Y,240427,4
57,0.653,0.794,7,-3.828,1,0.0894,0.121,0.0,0.365,0.645,93.008,audio_features,0y8Wf6ltWpGCpgqVa21QNX,spotify:track:0y8Wf6ltWpGCpgqVa21QNX,https://api.spotify.com/v1/tracks/0y8Wf6ltWpGCpgqVa21QNX,https://api.spotify.com/v1/audio-analysis/0y8Wf6ltWpGCpgqVa21QNX,219480,4
58,0.654,0.76,0,-3.669,0,0.045,0.0797,0.0,0.299,0.41,99.945,audio_features,69bp2EbF7Q2rqc5N3ylezZ,spotify:track:69bp2EbF7Q2rqc5N3ylezZ,https://api.spotify.com/v1/tracks/69bp2EbF7Q2rqc5N3ylezZ,https://api.spotify.com/v1/audio-analysis/69bp2EbF7Q2rqc5N3ylezZ,200787,4
59,0.624,0.803,10,-4.105,0,0.246,0.123,0.0,0.114,0.821,166.018,audio_features,4Hf7WnR761jpxPr5D46Bcd,spotify:track:4Hf7WnR761jpxPr5D46Bcd,https://api.spotify.com/v1/tracks/4Hf7WnR761jpxPr5D46Bcd,https://api.spotify.com/v1/audio-analysis/4Hf7WnR761jpxPr5D46Bcd,187973,4
60,0.314,0.555,9,-9.601,1,0.37,0.157,0.000108,0.067,0.159,179.666,audio_features,5hYTyyh2odQKphUbMqc5gN,spotify:track:5hYTyyh2odQKphUbMqc5gN,https://api.spotify.com/v1/tracks/5hYTyyh2odQKphUbMqc5gN,https://api.spotify.com/v1/audio-analysis/5hYTyyh2odQKphUbMqc5gN,175517,4
61,0.663,0.713,7,-6.647,0,0.112,0.0353,7.68e-06,0.0843,0.69,101.965,audio_features,17Fd6Yb7mSbinKG8LoWfFl,spotify:track:17Fd6Yb7mSbinKG8LoWfFl,https://api.spotify.com/v1/tracks/17Fd6Yb7mSbinKG8LoWfFl,https://api.spotify.com/v1/audio-analysis/17Fd6Yb7mSbinKG8LoWfFl,197933,4
62,0.695,0.672,1,-6.109,0,0.0345,0.014,7.95e-05,0.0756,0.245,104.988,audio_features,4qqArAiTPueDxIp7cf87h7,spotify:track:4qqArAiTPueDxIp7cf87h7,https://api.spotify.com/v1/tracks/4qqArAiTPueDxIp7cf87h7,https://api.spotify.com/v1/audio-analysis/4qqArAiTPueDxIp7cf87h7,235827,4
63,0.723,0.809,7,-3.081,0,0.0625,0.00346,0.00123,0.565,0.274,98.007,audio_features,4WjH9Bzt3kx7z8kl0awxh4,spotify:track:4WjH9Bzt3kx7z8kl0awxh4,https://api.spotify.com/v1/tracks/4WjH9Bzt3kx7z8kl0awxh4,https://api.spotify.com/v1/audio-analysis/4WjH9Bzt3kx7z8kl0awxh4,176561,4
64,0.273,0.794,7,-6.644,0,0.0675,0.0217,0.0,0.0616,0.377,95.902,audio_features,1sTUEdVO85YU8Ymk2jeAls,spotify:track:1sTUEdVO85YU8Ymk2jeAls,https://api.spotify.com/v1/tracks/1sTUEdVO85YU8Ymk2jeAls,https://api.spotify.com/v1/audio-analysis/1sTUEdVO85YU8Ymk2jeAls,214745,4
65,0.573,0.63,1,-8.389,1,0.105,0.189,2.31e-05,0.259,0.218,77.525,audio_features,4F7A0DXBrmUAkp32uenhZt,spotify:track:4F7A0DXBrmUAkp32uenhZt,https://api.spotify.com/v1/tracks/4F7A0DXBrmUAkp32uenhZt,https://api.spotify.com/v1/audio-analysis/4F7A0DXBrmUAkp32uenhZt,249213,4
66,0.723,0.669,0,-6.784,1,0.0348,0.0522,0.192,0.109,0.35,125.051,audio_features,5CPqOpKSk0QcJ3dGdaWcRB,spotify:track:5CPqOpKSk0QcJ3dGdaWcRB,https://api.spotify.com/v1/tracks/5CPqOpKSk0QcJ3dGdaWcRB,https://api.spotify.com/v1/audio-analysis/5CPqOpKSk0QcJ3dGdaWcRB,224133,4
67,0.926,0.666,11,-5.314,1,0.244,0.0611,0.0,0.123,0.168,127.079,audio_features,4Km5HrUvYTaSUfiSGPJeQR,spotify:track:4Km5HrUvYTaSUfiSGPJeQR,https://api.spotify.com/v1/tracks/4Km5HrUvYTaSUfiSGPJeQR,https://api.spotify.com/v1/audio-analysis/4Km5HrUvYTaSUfiSGPJeQR,343150,4
68,0.771,0.69,2,-7.595,1,0.0496,0.0492,0.629,0.134,0.346,115.009,audio_features,3REzEumDuXBpQH45WEHAr6,spotify:track:3REzEumDuXBpQH45WEHAr6,https://api.spotify.com/v1/tracks/3REzEumDuXBpQH45WEHAr6,https://api.spotify.com/v1/audio-analysis/3REzEumDuXBpQH45WEHAr6,299294,4
69,0.886,0.525,8,-7.39,1,0.131,0.236,0.0,0.057,0.708,145.99,audio_features,7yyRTcZmCiyzzJlNzGC9Ol,spotify:track:7yyRTcZmCiyzzJlNzGC9Ol,https://api.spotify.com/v1/tracks/7yyRTcZmCiyzzJlNzGC9Ol,https://api.spotify.com/v1/audio-analysis/7yyRTcZmCiyzzJlNzGC9Ol,225205,4
70,0.774,0.739,0,-4.022,1,0.0952,0.0316,5.95e-06,0.119,0.823,126.002,audio_features,0YHUITU3w6ws1v8ehT264g,spotify:track:0YHUITU3w6ws1v8ehT264g,https://api.spotify.com/v1/tracks/0YHUITU3w6ws1v8ehT264g,https://api.spotify.com/v1/audio-analysis/0YHUITU3w6ws1v8ehT264g,246240,4
71,0.527,0.707,0,-3.888,0,0.0445,0.246,3.81e-06,0.115,0.426,119.887,audio_features,2TdJsyNijI5jUvMnsjQcb3,spotify:track:2TdJsyNijI5jUvMnsjQcb3,https://api.spotify.com/v1/tracks/2TdJsyNijI5jUvMnsjQcb3,https://api.spotify.com/v1/audio-analysis/2TdJsyNijI5jUvMnsjQcb3,209462,4
72,0.513,0.768,4,-4.868,0,0.0587,0.0118,1.94e-05,0.294,0.235,84.264,audio_features,3cNjgVBKTJ1SvKhunrCdVy,spotify:track:3cNjgVBKTJ1SvKhunrCdVy,https://api.spotify.com/v1/tracks/3cNjgVBKTJ1SvKhunrCdVy,https://api.spotify.com/v1/audio-analysis/3cNjgVBKTJ1SvKhunrCdVy,210580,4
73,0.804,0.648,7,-7.805,1,0.117,0.0573,3.49e-05,0.102,0.392,117.983,audio_features,11KJSRSgaDxqydKYiD2Jew,spotify:track:11KJSRSgaDxqydKYiD2Jew,https://api.spotify.com/v1/tracks/11KJSRSgaDxqydKYiD2Jew,https://api.spotify.com/v1/audio-analysis/11KJSRSgaDxqydKYiD2Jew,263373,4
74,0.803,0.585,8,-5.861,1,0.0432,0.103,3.94e-06,0.0644,0.593,105.017,audio_features,4tCtwWceOPWzenK2HAIJSb,spotify:track:4tCtwWceOPWzenK2HAIJSb,https://api.spotify.com/v1/tracks/4tCtwWceOPWzenK2HAIJSb,https://api.spotify.com/v1/audio-analysis/4tCtwWceOPWzenK2HAIJSb,214480,4
